the_geom,postcode,id,name,building_name,street_name,suburb,state,cartodb_id,address,phone_number,latitude,longitude,active,ticket_types_sold,comments,opal_id
0101000020E6100000B8585183A9E362406C3EAE0D15F140C0,2132,24217,Croydon Newsagency, ,3 The Strand,Croydon,NSW,49,"3 The Strand, Croydon NSW 2132",02 9747 5492,-33.883455,151.1144425,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24217
0101000020E6100000F5D901D795DD6240E92ADD5D67ED40C0,2164,24528,TSG Smithfield, ,62 Dublin St,Smithfield,NSW,162,"62 Dublin St, Smithfield NSW 2164",02 9757 2344,-33.854717,150.924541,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24528
0101000020E61000007A56D28AEFE062403F52448655F440C0,2199,26553,BP Yagoona, ,405 Hume Hwy,Yagoona,NSW,392,"405 Hume Hwy, Yagoona NSW 2199",02 8764 4574,-33.90886,151.029241,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,26553
0101000020E6100000265646239FED62403F70952710A440C0,2259,29760,Wyong Newsagency, ,3/142 Pacific Hwy,Wyong,NSW,523,"3/142 Pacific Hwy, Wyong NSW 2259",02 4353 1021,-33.281743,151.425676,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29760
0101000020E6100000D4D4B2B5BEE06240B8567BD80BF140C0,2143,30546,Park Rd Newsagency, ,407 Park Rd,Regents Park,NSW,660,"407 Park Rd, Regents Park NSW 2143",02 9738 8707,-33.883174,151.02328,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,30546
0101000020E61000002DFBBF3496E262407CC9101148FC40C0,2223,32456,Cignall Mortdale, ,2A Morts Rd,Mortdale,NSW,771,"2A Morts Rd, Mortdale NSW 2223",02 9579 5923,-33.9709493,151.0808357,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,32456
0101000020E6100000DC3D8A8440E76240053EF5FEF5F540C0,2032,35447,Ausker Supermarket, ,293 Anzac Pde,Kingsford,NSW,1316,"293 Anzac Pde, Kingsford NSW 2032",02 9313 8028,-33.9215697,151.2266257,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,35447
0101000020E610000029C6010D29E76240BCCCB051D6EF40C0,2011,35574,Quick & Easy Convenience Store,,40A Darlinghurst Rd,Potts Point,NSW,1343,"40A Darlinghurst Rd, Potts Point NSW 2011",02 9332 4209,-33.873728,151.223761085,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,35574
0101000020E61000006AD95A5FA4E86240ECFA05BB61EF40C0,2029,100736,IGA Rose Bay, ,1-5 Dover Rd,Rose Bay,NSW,1953,"1-5 Dover Rd, Rose Bay NSW 2029",02 9953 2996,-33.87017,151.270065,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,34758
0101000020E6100000D4B14AE919E362402DB308C556DC40C0,2076,24228,Normanhurst Newsagency, ,46 Denman Pde,Normanhurst,NSW,58,"46 Denman Pde, Normanhurst NSW 2076",02 9489 5066,-33.721398,151.096913,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24228
0101000020E6100000DD4598A25CDF6240CB10C7BAB8E740C0,2145,24310,Y & E Mixed Business, ,82 Bridge Rd,Westmead,NSW,87,"82 Bridge Rd, Westmead NSW 2145",02 9613 0844,-33.810325,150.980058,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24310
0101000020E61000001AE1ED4108E36240FE2955A2ECE740C0,2114,26763,BP Victoria Rd, ,898-902 Victoria Rd,West Ryde,NSW,430,"898-902 Victoria Rd, West Ryde NSW 2114",02 9809 7977,-33.811909,151.094758,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,26763
0101000020E61000000A4EEF75B1DB624009E93D562F0540C0,2337,32604,BP Scone,,19-30 Kelly St,Scone,NSW,777,"19-30 Kelly St, Scone NSW 2337",02 6545 1373,-32.040507107,150.865412681,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,32604
0101000020E610000049191D026AE36240DAC7C3A80FF640C0,2194,33692,BP Campsie,,65 Bexley Rd ,Campsie,NSW,909,"65 Bexley Rd , Campsie NSW 2194",02 9787 1801,-33.922352882,151.106690461,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,33692
0101000020E61000007168B5B364B36240D293D17F91B540C0,2795,40553,7-Eleven Kelso,,64-68 Sydney Rd,Kelso,NSW,1639,"64-68 Sydney Rd, Kelso NSW 2795",,-33.418502786,149.606042723,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,40553
0101000020E610000067A8F9467EE562404C741C9313F340C0,2042,100727,IGA Everyday Enmore, ,191-193 Enmore Rd,Enmore,NSW,1951,"191-193 Enmore Rd, Enmore NSW 2042",02 9557 4104,-33.899034871,151.171664703,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24453
0101000020E6100000C359A75011DF6240B1C874BDB4EE40C0,2161,216120,Yennora Station, ,Railway St,Yennora,NSW,2203,"Railway St, Yennora NSW 2161",02 9848 9414,-33.864890749,150.970863654,true,TOPUP,Opal card top up or buy Opal single trip tickets. Contact outlet for accessibility.,
0101000020E610000013FE3AA741E46240EC0C653E26FB40C0,2217,2217,Woolworths Kogarah,Kogarah Town Centre,Railway Pde,Kogarah,NSW,1,"Kogarah Town Centre, Railway Pde, Kogarah NSW 2217",02 8565 9272,-33.962104606,151.133014312,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,2217
0101000020E61000009C638A8315E962407CBA573976E640C0,2095,20951,Manly Ferry Wharf, ,East Esplanade,Manly,NSW,2,"East Esplanade, Manly NSW 2095", ,-33.80048291,151.2838762,true,TOPUP,Opal card top up or buy Opal single trip tickets. Contact outlet for accessibility.,
0101000020E610000009C03FA58AE662402720DC5328F140C0,2000,23480,Henry Deane Plaza Newsagency, ,12-18 Lee St,Haymarket,NSW,3,"12-18 Lee St, Haymarket NSW 2000",02 9211 7797,-33.8840432,151.2044245,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,23480
0101000020E610000013B70A62A0E76240885C70067FEF40C0,2027,23869,The Village Store, ,2 Mitchell Rd,Darling Point,NSW,4,"2 Mitchell Rd, Darling Point NSW 2027",02 9328 7237,-33.871064,151.238328,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,23869
0101000020E6100000F5E0496690E76240DD8321BC87F040C0,2027,23897,Edgecliff Railway Bookstore, ,235 New South Head Rd,Edgecliff,NSW,5,"235 New South Head Rd, Edgecliff NSW 2027",02 9328 0668,-33.8791423,151.2363769,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,23897
0101000020E6100000B87CEC7ABEE6624014E4955B82EE40C0,2000,24073,Bridgeport Convenience Store,,38-42 Bridge St,Sydney,NSW,6,"38-42 Bridge St, Sydney NSW 2000",02 9247 8736,-33.863353203,151.210751974,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24073
0101000020E610000035F7466323E762408DADB195E1EF40C0,2011,24076,EzyMart Kings Cross, ,87 Darlinghurst Rd,Potts Point,NSW,7,"87 Darlinghurst Rd, Potts Point NSW 2011",02 8354 1055,-33.8740718,151.2230698,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24076
0101000020E6100000501A6A1492E662408FDFDBF467EF40C0,2000,24088,City Express Convenience, ,225 Clarence St,Sydney,NSW,8,"225 Clarence St, Sydney NSW 2000",02 9099 9014,-33.87036,151.205332,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24088
0101000020E61000004BE7C3B384E5624013D4F02DACED40C0,2041,24091,Elliott Street Newsagency, ,491 Darling St,Balmain,NSW,9,"491 Darling St, Balmain NSW 2041",02 9810 2280,-33.856817,151.172449,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24091
0101000020E61000000370FD058CE6624099B1B2C755EF40C0,2000,24092,Smartbuy Convenience Store, ,379 Kent St,Sydney,NSW,10,"379 Kent St, Sydney NSW 2000",02 8084 5883,-33.8698053,151.2045927,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24092
0101000020E6100000F2B803D0C3E6624028B2D6506AEC40C0,2061,24093,Alfred Convenience Store, ,52 Alfred St,Milsons Point,NSW,11,"52 Alfred St, Milsons Point NSW 2061",02 8920 0966,-33.8469945,151.2114029,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24093
0101000020E610000046B23A7E77E6624056944573FAEE40C0,2000,24097,Harbour View Convenience, ,24-26 Erskine St,Sydney,NSW,12,"24-26 Erskine St, Sydney NSW 2000",02 9299 9365,-33.867018136,151.202086558,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24097
0101000020E6100000DB0B16981FE36240D29BF639E3D940C0,2077,24098,Coronation Newsagency, ,16 Coronation St,Hornsby,NSW,13,"16 Coronation St, Hornsby NSW 2077",02 9477 1696,-33.7022469,151.0976067,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24098
0101000020E610000066D10BDC99E66240E52C2615D1EE40C0,2000,24100,Nu S Mart,Wynyard Station Stand C,Carrington St,Wynyard,NSW,14,"Wynyard Station Stand C, Carrington St, Wynyard NSW 2000",02 9279 0330,-33.865755695,151.206281684,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24100
0101000020E610000061DEE34C93E662402618CE35CCEE40C0,2000,24100,Nu S Mart Newsagency,Wynyard Station,Carrington St,Sydney,NSW,15,"Wynyard Station, Carrington St, Sydney NSW 2000",02 9279 0330,-33.865607,151.205481,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24100
0101000020E61000001E90DF362EE562405B762DC665DD40C0,2075,24101,St Ives Newsagency, ,219B Mona Vale Rd,St Ives,NSW,16,"219B Mona Vale Rd, St Ives NSW 2075",02 9988 0455,-33.7296684,151.1618914,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24101
0101000020E610000058F2C2E7D8E662406B96708D74F040C0,2010,24102,King of the Pack Darlinghurst, ,63 Oxford St,Surry Hills,NSW,17,"63 Oxford St, Surry Hills NSW 2010",02 9283 1347,-33.8785569,151.2139777,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24102
0101000020E6100000A00830CCBCE86240F81CBDB976F240C0,2026,24107,EzyMart Bondi Beach,,22 Campbell Pde,Bondi Beach,NSW,18,"22 Campbell Pde, Bondi Beach NSW 2026",02 9518 5633,-33.894248216,151.273046583,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24107
0101000020E610000029C3E6534FE0624096F0680950E840C0,2150,24114,Eels Newsagents & Mixed Business,,180 George St,Parramatta,NSW,19,"180 George St, Parramatta NSW 2150",02 9635 8724,-33.814942528,151.009683562,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24114
0101000020E610000093EB5C07FDE46240415365CEE9EA40C0,2110,24116,Hunters Hill Newsagency,Building B,37 Alexandra St,Hunters Hill,NSW,20,"Building B, 37 Alexandra St, Hunters Hill NSW 2110",02 9817 2228,-33.8352602,151.1558873,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24116
0101000020E6100000E8F44F7F8CEC62403A8F2C8EFAB740C0,2250,24120,Supanews Erina Fair,"Shop T012, Erina Fair Shopping Centre",Terrigal Dr,Erina,NSW,21,"Erina Fair Shopping Centre, Terrigal Dr, Erina NSW 2250",02 4365 3469,-33.437333843,151.392150551,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24120
0101000020E6100000B1C1C2491AD56240FCC6D79E59E040C0,2750,24121,Lennox Newsagency,"Shop 36-37, Lennox Shopping Centre",Cnr Great Western Hwy & Pyramid St,Emu Plains,NSW,22,"Lennox Shopping Centre, Cnr Great Western Hwy & Pyramid St, Emu Plains NSW 2750",02 4735 1606,-33.752735,150.659459,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24121
0101000020E6100000F5262B2B32E9624064CE8EAF98E440C0,2095,24129,Queenscliff Delicatessen, ,77 Collingwood St,Manly,NSW,23,"77 Collingwood St, Manly NSW 2095",02 9977 5132,-33.7859096,151.2873741,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24129
0101000020E6100000808B5FC2B2E86240EE0802BFA1E140C0,2100,24133,Brookvale Newsagency, ,678 Pittwater Rd,Brookvale,NSW,24,"678 Pittwater Rd, Brookvale NSW 2100",02 9905 9011,-33.7627486,151.2718212,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24133
0101000020E6100000861403241AE962409F1EDB32E0E440C0,2095,24143,Andy's Mixed Business, ,197 Pittwater Rd,Manly,NSW,25,"197 Pittwater Rd, Manly NSW 2095",02 9976 0888,-33.788092,151.284441,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24143
0101000020E61000002D1C52561DE9624023FF27DAB0E340C0,2096,24151,Freshwater News, ,9 Lawrence St,Freshwater,NSW,26,"9 Lawrence St, Freshwater NSW 2096",02 9905 3460,-33.7788346,151.2848312,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24151
0101000020E6100000849816B896F662404FDC7DD06B7A40C0,2289,24157,Mobil Highfields,,317 Pacific Hwy,Highfields,NSW,27,"317 Pacific Hwy, Highfields NSW 2289",,-32.956415235,151.705898327,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24157
0101000020E610000033A91DD5CBF66240F3CF6C54307B40C0,2290,24160,Kahibah Mini Mart,,3 Glebe St,Kahibah,NSW,28,"3 Glebe St, Kahibah NSW 2290",02 4943 4058,-32.962412408,151.712381895,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24160
0101000020E610000050D54EDED1F662402A58E36C3A7640C0,2305,24161,New Lambton Newsagency, ,52 Regent St,New Lambton,NSW,29,"52 Regent St, New Lambton NSW 2305",02 4957 1247,-32.923658,151.7131187,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24161
0101000020E6100000E86A2BF697F76240716770A5E87240C0,2304,24163,Mayfield Newsagency, ,171 Maitland Rd,Mayfield,NSW,30,"171 Maitland Rd, Mayfield NSW 2304",02 4968 1791,-32.8977248,151.7373,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24163
0101000020E61000000304D61ED4F56240EDE73D63197F40C0,2306,24165,Welcome Mart Windale,,126 South St,Windale,NSW,31,"126 South St, Windale NSW 2306",02 4948 8504,-32.99296227,151.68214361,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24165
0101000020E6100000F41ABB44F5F36240E5B7E864A97940C0,2284,24167,R & N Petroleum, ,6 Main Rd,Boolaroo,NSW,32,"6 Main Rd, Boolaroo NSW 2284",02 4958 8951,-32.950482,151.62369,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24167
0101000020E61000005265187703DD6240E27327D87FF940C0,2170,24555,Xen Newsagency, ,562 Hume Hwy,Casula,NSW,176,"562 Hume Hwy, Casula NSW 2170",02 9602 2885,-33.949214,150.906673,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24555
0101000020E61000008D2441B8C2F66240A67AD745767840C0,2289,24174,Nextra Kotara,Westfield Kotara,Park Ave,Kotara,NSW,33,"Westfield Kotara, Park Ave, Kotara NSW 2289",02 4957 3813,-32.9411094,151.7112695,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24174
0101000020E6100000CE9A48FE2AF66240406A39EE197640C0,2305,24176,John Hunter Newsagency,John Hunter Hospital,Lookout Rd,New Lambton Heights,NSW,34,"John Hunter Hospital, Lookout Rd, New Lambton Heights NSW 2305",02 4952 1596,-32.922666338,151.692748205,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24176
0101000020E6100000BF5653A321F56240B5DA68A5B58440C0,2280,24177,Belmont Newsagency, ,589 Pacific Hwy,Belmont,NSW,35,"589 Pacific Hwy, Belmont NSW 2280",02 4945 4450,-33.0367934,151.6603562,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24177
0101000020E6100000662A696A3EE362407739364C7EF840C0,2208,24188,Kingsgrove Newsagency, ,248 Kingsgrove Rd,Kingsgrove,NSW,36,"248 Kingsgrove Rd, Kingsgrove NSW 2208",02 9150 9174,-33.9413543,151.1013691,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24188
0101000020E61000001F72E94EA6E662400E9B6D1393EB40C0,2060,24190,IGA North Sydney,Greenwood Plaza,36 Blue St,North Sydney,NSW,37,"Greenwood Plaza, 36 Blue St, North Sydney NSW 2060",02 9957 6978,-33.8404259,151.2078013,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24190
0101000020E6100000B18A37328FE46240DFDE35E84BDF40C0,2073,24195,Pymble Cut Price Supermarket, ,77 Grandview St,Pymble,NSW,38,"77 Grandview St, Pymble NSW 2073",02 9144 4137,-33.744504,151.14248,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24195
0101000020E61000004E97C5C4E6E46240AC4B8DD0CFE040C0,2072,24197,EzyMart Gordon, ,725 Pacific Hwy,Gordon,NSW,39,"725 Pacific Hwy, Gordon NSW 2072",02 9418 4472,-33.756342,151.15317,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24197
0101000020E6100000FCC8AD4937E26240A6ED5F5969F640C0,2195,24198,Enhance Wiley Park, ,103-107 King Georges Rd,Wiley Park,NSW,40,"103-107 King Georges Rd, Wiley Park NSW 2195",02 9740 9771,-33.92509,151.069249,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24198
0101000020E6100000ABEAE5779AE662404BC8073D9BEB40C0,2060,24200,Fastway Supermarket, ,40 Miller St,North Sydney,NSW,41,"40 Miller St, North Sydney NSW 2060",0435 878 488,-33.840675,151.206356,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24200
0101000020E610000053BAAAA26EE462409A232BBF0CF240C0,2130,24203,Summer Hill Newsagency, ,18-20 Lackey St,Summer Hill,NSW,42,"18-20 Lackey St, Summer Hill NSW 2130",02 9798 8573,-33.891014,151.1385053,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24203
0101000020E6100000CDCEA277AAE1624076E09C11A5F940C0,2210,24204,Foodworks Riverwood, ,305 Belmore Rd,Riverwood,NSW,43,"305 Belmore Rd, Riverwood NSW 2210",02 9153 6247,-33.95035,151.052059,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24204
0101000020E61000001939E0FA4DE262403C8A8C7172DE40C0,2120,24206,Pennant Hills Newsagency,,72 Yarrara Rd,Pennant Hills,NSW,44,"72 Yarrara Rd, Pennant Hills NSW 2120",02 9484 1067,-33.73786754,151.072019041,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24206
0101000020E6100000F5F1385BCCE26240D4E0044621EE40C0,2137,24208,The Bakehouse Newsagency, ,7 George St,North Strathfield,NSW,45,"7 George St, North Strathfield NSW 2137",02 9763 7544,-33.860390427,151.087445842,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24208
0101000020E6100000EC4CA1F35AE36240E22E0CA2FFDA40C0,2077,24209,Waitara Newsagency, ,76 Pacific Hwy,Waitara,NSW,46,"76 Pacific Hwy, Waitara NSW 2077",02 9489 2187,-33.7109263,151.1048525,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24209
0101000020E610000094E46F31B5E262404251EADCFEEE40C0,2140,24210,The Homebush Newsagency, ,19 Rochester St,Homebush,NSW,47,"19 Rochester St, Homebush NSW 2140",02 9746 8165,-33.8671528,151.0846183,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24210
0101000020E6100000EB3713D305E36240A3B1F677B6EF40C0,2135,24211,Strathfield Newsagency, ,8 The Boulevarde,Strathfield,NSW,48,"8 The Boulevarde, Strathfield NSW 2135",0413 121 811,-33.872756,151.094461,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24211
0101000020E61000001B38B1D143E262408440D3B771DE40C0,2120,24218,Market Place News,Pennant Hills Market Place,4-10 Hillcrest Rd,Pennant Hills,NSW,50,"Pennant Hills Market Place, 4-10 Hillcrest Rd, Pennant Hills NSW 2120",02 9484 7121,-33.7378454,151.0707787,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24218
0101000020E610000063AF777F3CE262403866D993C0EE40C0,2140,24219,Homebush West Newsagency, ,106 The Crescent,Homebush West,NSW,51,"106 The Crescent, Homebush West NSW 2140",02 9746 8162,-33.865252,151.069885,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24219
0101000020E61000006FC44950B2E56240FEC753A060E440C0,2069,24220,Roseville Newsagency, ,41 Hill St,Roseville,NSW,52,"41 Hill St, Roseville NSW 2069",02 9416 5041,-33.7841988,151.1780168,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24220
0101000020E6100000DE85F76625E46240432B4190CDDD40C0,2074,24223,Turramurra Newsagency, ,9 Rohini St,Turramurra,NSW,53,"9 Rohini St, Turramurra NSW 2074",02 9144 1802,-33.7328358,151.1295657,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24223
0101000020E6100000821B295BE4E26240448BC7A06EE840C0,2114,24224,Meadowbank Newsagency, ,64 Constitution Rd,Meadowbank,NSW,54,"64 Constitution Rd, Meadowbank NSW 2114",02 9809 3476,-33.8158761,151.0903755,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24224
0101000020E610000051DA1B7C61E562407EA99F3715F540C0,2044,24225,Payless Fuel Sydenham, ,31-35 Unwins Bridge Rd,Sydenham,NSW,55,"31-35 Unwins Bridge Rd, Sydenham NSW 2044",02 9565 1599,-33.91471,151.16815,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24225
0101000020E6100000E5D94015D2E06240FE309D3127F440C0,2199,24226,Yagoona Newsagency, ,462-464 Hume Hwy,Yagoona,NSW,56,"462-464 Hume Hwy, Yagoona NSW 2199",02 9790 2143,-33.9074461,151.0256449,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24226
0101000020E610000015FA056068EA62406699EA6E43BE40C0,2256,24227,Peninsula Newsagency,Peninsula Plaza,62-64 Blackwall Rd,Woy Woy,NSW,57,"Peninsula Plaza, 62-64 Blackwall Rd, Woy Woy NSW 2256",02 4342 2355,-33.4864329,151.3252411,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24227
0101000020E610000064E76D6CF6E46240DF4E22C2BFE040C0,2072,24229,East Gordon Newsagency, ,75 Werona Ave,Gordon,NSW,59,"75 Werona Ave, Gordon NSW 2072",02 9498 1471,-33.755852,151.155081,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24229
0101000020E6100000AC47008852E16240675C895791E540C0,2117,24230,Budget Petrol Telopea,,57 Adderton Rd,Telopea,NSW,60,"57 Adderton Rd, Telopea NSW 2117",02 9873 5474,-33.793497984,151.041324616,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24230
0101000020E6100000CC2A6C0638D86240130A117008E140C0,2747,24231,MFC Supermarket Werrington, ,82 Victoria St,Werrington,NSW,61,"82 Victoria St, Werrington NSW 2747",02 9623 0354,-33.75807,150.756839,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24231
0101000020E6100000912A483B27E162408CF1C9D9A7EB40C0,2144,26574,BP Auburn,,179 Parramatta Rd,Auburn,NSW,407,"179 Parramatta Rd, Auburn NSW 2144",02 9647 1879,-33.841059898,151.03603901,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,26574
0101000020E6100000DF89592F06DD6240DC4B1AA375E240C0,2148,24233,CTC Blacktown Main,Shop 2,2-4 Main St,Blacktown,NSW,62,"2-4 Main St, Blacktown NSW 2148",02 9679 9330,-33.769215,150.907005,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24233
0101000020E61000001FE6F3D38DDB624032A14761DED640C0,2765,24234,Freechoice Tobacconist Riverstone,"Shop 6, Market Town Shopping Centre",Riverstone Pde,Riverstone,NSW,63,"Market Town Shopping Centre, Riverstone Pde, Riverstone NSW 2765",02 9627 5084,-33.678661499,150.861062981,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24234
0101000020E6100000F4A3E19439DF6240DBA7E33103F140C0,2163,24237,Villawood Newsagency, ,33 Villawood Pl,Villawood,NSW,64,"33 Villawood Pl, Villawood NSW 2163",02 9724 2103,-33.88291,150.975779,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24237
0101000020E6100000E1B54B1B0EE162403CF54883DBEC40C0,2144,24238,Maihan - Market & Smoke Zone, ,11 Auburn Rd,Auburn,NSW,65,"11 Auburn Rd, Auburn NSW 2144",02 9643 8711,-33.850449,151.032972,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24238
0101000020E6100000B01F628305DB62405264ADA1D4E240C0,2766,24244,IGA Rooty Hill, ,1 Rooty Hill Rd,Rooty Hill,NSW,66,"1 Rooty Hill Rd, Rooty Hill NSW 2766",02 9675 7988,-33.772114,150.844423,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24244
0101000020E610000025CB49287DDF62408272DBBE47ED40C0,2161,24249,Holroyd Newsagency, ,370 Guildford Rd,Guildford,NSW,67,"370 Guildford Rd, Guildford NSW 2161",02 9632 9126,-33.853752,150.984028,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24249
0101000020E61000006ACFD9C095E2624042C09B1A9AFD40C0,2223,24250,Oatley Village Newsagency,,13 Frederick St,Oatley,NSW,68,"13 Frederick St, Oatley NSW 2223",02 9580 1288,-33.981265379,151.080780435,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24250
0101000020E6100000AF58359B16D862401C099702D0CC40C0,2753,24254,Richmond Marketplace Newsagency,"Shop 42, Richmond Marketplace","Richmond Marketplace, 64 March St",Richmond,NSW,69,"Richmond Marketplace, Richmond Marketplace, 64 March St, Richmond NSW 2753",02 4588 5972,-33.600097965,150.752759556,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24254
0101000020E61000004777103B53DC6240BF47FDF50ADD40C0,2763,24258,General Store & Tobacconists, ,13 Railway Rd,Quakers Hill,NSW,70,"13 Railway Rd, Quakers Hill NSW 2763",02 9626 0105,-33.726897,150.88516,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24258
0101000020E610000001BD70E742E362408071BA76B30441C0,2228,24260,South Miranda Newsagency, ,94A Kiora Rd,Miranda,NSW,71,"94A Kiora Rd, Miranda NSW 2228",02 9524 2507,-34.0367268,151.101917,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24260
0101000020E6100000234A7B83AFDB6240F1F09E03CBFF40C0,2565,24261,Ingleburn Newsagency, ,15 Oxford Rd,Ingleburn,NSW,72,"15 Oxford Rd, Ingleburn NSW 2565",02 9605 1340,-33.998383,150.865175,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24261
0101000020E61000002A7288B839E262405F5E807D74EC40C0,2127,24263,Olympic Park Convenience, ,10 Dawn Fraser Ave,Sydney Olympic Park,NSW,73,"10 Dawn Fraser Ave, Sydney Olympic Park NSW 2127",02 9764 5110,-33.847305,151.069546,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24263
0101000020E61000009D4B7155D9E16240A8734529210441C0,2232,24265,Sutherland Newsagency, ,796 Princes Hwy,Sutherland,NSW,74,"796 Princes Hwy, Sutherland NSW 2232",02 9521 2292,-34.032262,151.05778,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,24265
