mode,date,tap,time,count
bus,20160811,off,20:15,5330
bus,20160811,off,00:15,527
bus,20160811,off,13:00,9932
bus,20160811,off,02:45,192
bus,20160811,off,23:30,1066
bus,20160811,off,17:45,19934
bus,20160811,off,10:45,10335
bus,20160811,off,05:15,1129
bus,20160811,off,20:00,5584
bus,20160811,off,12:30,10021
bus,20160811,off,07:00,10076
bus,20160811,off,14:15,10914
bus,20160811,off,08:45,30962
bus,20160811,off,23:45,991
bus,20160811,off,-1,60519
bus,20160811,off,13:15,10203
bus,20160811,off,11:45,9861
bus,20160811,off,22:45,2092
bus,20160811,off,05:00,698
bus,20160811,off,16:15,17954
bus,20160811,off,01:15,245
bus,20160811,off,14:00,10053
bus,20160811,off,21:15,4354
bus,20160811,off,07:30,19728
bus,20160811,off,06:30,6688
bus,20160811,off,01:00,256
bus,20160811,off,15:00,16531
bus,20160811,off,16:00,20359
bus,20160811,off,23:15,1389
bus,20160811,off,12:15,9954
bus,20160811,off,21:00,4266
bus,20160811,off,04:30,179
bus,20160811,off,05:30,1874
bus,20160811,off,03:15,196
bus,20160811,off,14:30,12225
bus,20160811,off,18:15,19324
bus,20160811,off,06:45,8766
bus,20160811,off,19:00,12518
bus,20160811,off,12:00,9104
bus,20160811,off,09:45,13285
bus,20160811,off,23:00,1628
bus,20160811,off,00:45,328
bus,20160811,off,04:00,170
bus,20160811,off,17:30,19769
bus,20160811,off,10:15,10222
bus,20160811,off,08:30,36032
bus,20160811,off,03:00,157
bus,20160811,off,21:30,4176
bus,20160811,off,15:45,22411
bus,20160811,off,18:00,19508
bus,20160811,off,20:30,4517
bus,20160811,off,19:15,10184
bus,20160811,off,08:00,31039
bus,20160811,off,02:00,178
bus,20160811,off,13:45,10244
bus,20160811,off,17:00,16532
bus,20160811,off,09:30,14478
bus,20160811,off,22:30,2405
bus,20160811,off,04:15,174
bus,20160811,off,03:30,170
bus,20160811,off,10:00,10571
bus,20160811,off,18:30,17982
bus,20160811,off,20:45,4470
bus,20160811,off,07:45,26172
bus,20160811,off,06:00,3492
bus,20160811,off,05:45,2752
bus,20160811,off,08:15,37088
bus,20160811,off,11:00,9619
bus,20160811,off,02:15,196
bus,20160811,off,22:00,3151
bus,20160811,off,17:15,18421
bus,20160811,off,10:30,10499
bus,20160811,off,15:30,22710
bus,20160811,off,14:45,13745
bus,20160811,off,00:30,383
bus,20160811,off,19:30,8175
bus,20160811,off,06:15,4868
bus,20160811,off,01:45,242
bus,20160811,off,16:45,16892
bus,20160811,off,11:15,9710
bus,20160811,off,09:15,16517
bus,20160811,off,22:15,2808
bus,20160811,off,21:45,3515
bus,20160812,on,02:30,602
bus,20160812,on,13:30,10494
bus,20160812,on,15:15,29179
bus,20160812,on,12:45,10111
bus,20160812,on,00:00,1028
bus,20160812,on,16:30,17396
bus,20160812,on,04:45,651
bus,20160812,on,03:45,163
bus,20160812,on,19:45,4767
bus,20160812,on,01:30,481
bus,20160812,on,07:15,23071
bus,20160812,on,09:00,15361
bus,20160812,on,18:45,9921
bus,20160812,on,11:30,10161
bus,20160812,on,20:15,4291
bus,20160812,on,00:15,922
bus,20160812,on,13:00,10932
bus,20160812,on,02:45,362
bus,20160812,on,23:30,1530
bus,20160812,on,17:45,18023
bus,20160812,on,10:45,9238
bus,20160812,on,05:15,1859
bus,20160812,on,20:00,4717
bus,20160812,on,12:30,10145
bus,20160812,on,07:00,16422
bus,20160812,on,14:15,12121
bus,20160812,on,08:45,18644
bus,20160812,on,23:45,1189
bus,20160812,on,-1,241
bus,20160812,on,13:15,10677
bus,20160812,on,11:45,9583
bus,20160812,on,22:45,2352
bus,20160812,on,05:00,1147
bus,20160812,on,16:15,18068
bus,20160812,on,01:15,434
bus,20160812,on,14:00,12232
bus,20160812,on,21:15,3749
bus,20160812,on,07:30,30116
bus,20160812,on,06:30,8793
bus,20160812,on,01:00,480
bus,20160812,on,15:00,26779
bus,20160812,on,16:00,19022
bus,20160812,on,23:15,1878
bus,20160812,on,12:15,10020
bus,20160812,on,21:00,3584
bus,20160812,on,04:30,343
bus,20160812,on,05:30,2784
bus,20160812,on,03:15,360
bus,20160812,on,14:30,14270
bus,20160812,on,18:15,14672
bus,20160812,on,06:45,11159
bus,20160812,on,19:00,8453
bus,20160812,on,12:00,10334
bus,20160812,on,09:45,10885
bus,20160812,on,23:00,1959
bus,20160812,on,00:45,510
bus,20160812,on,04:00,158
bus,20160812,on,17:30,19546
bus,20160812,on,10:15,10373
bus,20160812,on,08:30,26935
bus,20160812,on,03:00,389
bus,20160812,on,21:30,3021
bus,20160812,on,15:45,20016
bus,20160812,on,18:00,17074
bus,20160812,on,20:30,3824
bus,20160812,on,19:15,6855
bus,20160812,on,08:00,36634
bus,20160812,on,02:00,427
bus,20160812,on,13:45,10485
bus,20160812,on,17:00,20748
bus,20160812,on,09:30,12570
bus,20160812,on,22:30,2613
bus,20160812,on,04:15,57
bus,20160812,on,03:30,262
bus,20160812,on,10:00,10345
bus,20160812,on,18:30,12468
bus,20160812,on,20:45,3513
bus,20160812,on,07:45,35284
bus,20160812,on,06:00,5121
bus,20160812,on,05:45,3641
bus,20160812,on,08:15,32966
bus,20160812,on,11:00,9868
bus,20160812,on,02:15,486
bus,20160812,on,22:00,3088
bus,20160812,on,17:15,20339
bus,20160812,on,10:30,10383
bus,20160812,on,15:30,27058
bus,20160812,on,14:45,16280
bus,20160812,on,00:30,697
bus,20160812,on,19:30,5729
bus,20160812,on,06:15,6800
bus,20160812,on,01:45,533
bus,20160812,on,16:45,17654
bus,20160812,on,11:15,9952
bus,20160812,on,09:15,13143
bus,20160812,on,22:15,2588
bus,20160812,on,21:45,2940
bus,20160812,off,02:30,412
bus,20160812,off,13:30,10250
bus,20160812,off,15:15,20892
bus,20160812,off,12:45,9614
bus,20160812,off,00:00,1150
bus,20160812,off,16:30,16720
bus,20160812,off,04:45,354
bus,20160812,off,03:45,331
bus,20160812,off,19:45,5719
bus,20160812,off,01:30,420
bus,20160812,off,07:15,12893
bus,20160812,off,09:00,18875
bus,20160812,off,18:45,13640
bus,20160812,off,11:30,9466
bus,20160812,off,20:15,4374
bus,20160812,off,00:15,1050
bus,20160812,off,13:00,9552
bus,20160812,off,02:45,489
bus,20160812,off,23:30,1872
bus,20160812,off,17:45,18592
bus,20160812,off,10:45,9966
bus,20160812,off,05:15,1185
bus,20160812,off,20:00,4773
bus,20160812,off,12:30,9637
bus,20160812,off,07:00,9315
bus,20160812,off,14:15,10519
bus,20160812,off,08:45,28783
bus,20160812,off,23:45,1396
bus,20160812,off,-1,60130
bus,20160812,off,13:15,10185
bus,20160812,off,11:45,9975
bus,20160812,off,22:45,2572
bus,20160812,off,05:00,638
bus,20160812,off,16:15,18300
bus,20160812,off,01:15,503
bus,20160812,off,14:00,9998
bus,20160812,off,21:15,3469
bus,20160812,off,07:30,18346
bus,20160812,off,06:30,6160
bus,20160812,off,01:00,426
bus,20160812,off,15:00,15583
bus,20160812,off,16:00,19768
bus,20160812,off,23:15,2029
bus,20160812,off,12:15,9762
bus,20160812,off,21:00,3270
bus,20160812,off,04:30,217
bus,20160812,off,05:30,1738
bus,20160812,off,03:15,368
bus,20160812,off,14:30,11486
bus,20160812,off,18:15,17703
bus,20160812,off,06:45,8230
bus,20160812,off,19:00,10975
bus,20160812,off,12:00,9074
bus,20160812,off,09:45,12635
bus,20160812,off,23:00,2188
bus,20160812,off,00:45,614
bus,20160812,off,04:00,328
bus,20160812,off,17:30,18588
bus,20160812,off,10:15,9885
bus,20160812,off,08:30,34400
bus,20160812,off,03:00,402
bus,20160812,off,21:30,3367
bus,20160812,off,15:45,22215
bus,20160812,off,18:00,18377
bus,20160812,off,20:30,4207
bus,20160812,off,19:15,8872
bus,20160812,off,08:00,30371
bus,20160812,off,02:00,371
bus,20160812,off,13:45,9845
bus,20160812,off,17:00,16273
bus,20160812,off,09:30,13266
bus,20160812,off,22:30,2490
bus,20160812,off,04:15,218
bus,20160812,off,03:30,320
bus,20160812,off,10:00,10138
bus,20160812,off,18:30,15762
bus,20160812,off,20:45,3638
bus,20160812,off,07:45,24700
bus,20160812,off,06:00,3275
bus,20160812,off,05:45,2644
bus,20160812,off,08:15,34304
bus,20160812,off,11:00,8896
bus,20160812,off,02:15,441
bus,20160812,off,22:00,2896
bus,20160812,off,17:15,17462
bus,20160812,off,10:30,9997
bus,20160812,off,15:30,22415
bus,20160812,off,14:45,13210
bus,20160812,off,00:30,816
bus,20160812,off,19:30,7091
bus,20160812,off,06:15,4714
bus,20160812,off,01:45,372
bus,20160812,off,16:45,16145
bus,20160812,off,11:15,9230
bus,20160812,off,09:15,15298
bus,20160812,off,22:15,2718
bus,20160812,off,21:45,2930
bus,20160813,on,02:30,647
bus,20160813,on,13:30,8335
bus,20160813,on,15:15,9102
bus,20160813,on,12:45,8774
bus,20160813,on,00:00,985
bus,20160813,on,16:30,9145
bus,20160813,on,04:45,188
bus,20160813,on,03:45,183
bus,20160813,on,19:45,3212
bus,20160813,on,01:30,667
bus,20160813,on,07:15,2734
bus,20160813,on,09:00,6521
bus,20160813,on,18:45,5370
bus,20160813,on,11:30,9165
bus,20160813,on,20:15,2707
bus,20160813,on,00:15,835
bus,20160813,on,13:00,8910
bus,20160813,on,02:45,381
bus,20160813,on,23:30,1428
bus,20160813,on,17:45,7556
bus,20160813,on,10:45,8207
bus,20160813,on,05:15,364
bus,20160813,on,20:00,3074
bus,20160813,on,12:30,8637
bus,20160813,on,07:00,2119
bus,20160813,on,14:15,8597
bus,20160813,on,08:45,5745
bus,20160813,on,23:45,1196
bus,20160813,on,-1,317
bus,20160813,on,13:15,8744
bus,20160813,on,11:45,8462
bus,20160813,on,22:45,2171
bus,20160813,on,05:00,291
bus,20160813,on,16:15,8784
bus,20160813,on,01:15,585
bus,20160813,on,14:00,9201
bus,20160813,on,21:15,2290
bus,20160813,on,07:30,3455
bus,20160813,on,06:30,1629
bus,20160813,on,01:00,620
bus,20160813,on,15:00,9154
bus,20160813,on,16:00,9233
bus,20160813,on,23:15,1516
bus,20160813,on,12:15,8690
bus,20160813,on,21:00,2510
bus,20160813,on,04:30,187
bus,20160813,on,05:30,689
bus,20160813,on,03:15,450
bus,20160813,on,14:30,8895
bus,20160813,on,18:15,7226
bus,20160813,on,06:45,1728
bus,20160813,on,19:00,4661
bus,20160813,on,12:00,8579
bus,20160813,on,09:45,7175
bus,20160813,on,23:00,1716
bus,20160813,on,00:45,691
bus,20160813,on,04:00,122
bus,20160813,on,17:30,8387
bus,20160813,on,10:15,8200
bus,20160813,on,08:30,5585
bus,20160813,on,03:00,448
bus,20160813,on,21:30,2218
bus,20160813,on,15:45,8945
bus,20160813,on,18:00,7752
bus,20160813,on,20:30,2655
bus,20160813,on,19:15,4376
bus,20160813,on,08:00,4687
bus,20160813,on,02:00,611
bus,20160813,on,13:45,8587
bus,20160813,on,17:00,9067
bus,20160813,on,09:30,7742
bus,20160813,on,22:30,2121
bus,20160813,on,04:15,55
bus,20160813,on,03:30,411
bus,20160813,on,10:00,7696
bus,20160813,on,18:30,6127
bus,20160813,on,20:45,2430
bus,20160813,on,07:45,3832
bus,20160813,on,06:00,1150
bus,20160813,on,05:45,715
bus,20160813,on,08:15,5481
bus,20160813,on,11:00,8909
bus,20160813,on,02:15,546
bus,20160813,on,22:00,2215
bus,20160813,on,17:15,9021
bus,20160813,on,10:30,8544
bus,20160813,on,15:30,9028
bus,20160813,on,14:45,8382
bus,20160813,on,00:30,708
bus,20160813,on,19:30,3504
bus,20160813,on,06:15,1395
bus,20160813,on,01:45,482
bus,20160813,on,16:45,8605
bus,20160813,on,11:15,8778
bus,20160813,on,09:15,6850
bus,20160813,on,22:15,2276
bus,20160813,on,21:45,2314
bus,20160813,off,02:30,461
bus,20160813,off,13:30,8351
bus,20160813,off,15:15,8696
bus,20160813,off,12:45,8313
bus,20160813,off,00:00,1104
bus,20160813,off,16:30,8595
bus,20160813,off,04:45,193
bus,20160813,off,03:45,369
bus,20160813,off,19:45,3702
bus,20160813,off,01:30,470
bus,20160813,off,07:15,1977
bus,20160813,off,09:00,5546
bus,20160813,off,18:45,6458
bus,20160813,off,11:30,8421
bus,20160813,off,20:15,2965
bus,20160813,off,00:15,1036
bus,20160813,off,13:00,8346
bus,20160813,off,02:45,506
bus,20160813,off,23:30,1458
bus,20160813,off,17:45,8405
bus,20160813,off,10:45,7994
bus,20160813,off,05:15,234
bus,20160813,off,20:00,2971
bus,20160813,off,12:30,8276
bus,20160813,off,07:00,1628
bus,20160813,off,14:15,8447
bus,20160813,off,08:45,5725
bus,20160813,off,23:45,1316
bus,20160813,off,-1,18447
bus,20160813,off,13:15,8421
bus,20160813,off,11:45,8576
bus,20160813,off,22:45,2115
bus,20160813,off,05:00,242
bus,20160813,off,16:15,8624
bus,20160813,off,01:15,647
bus,20160813,off,14:00,7962
bus,20160813,off,21:15,2325
bus,20160813,off,07:30,2633
bus,20160813,off,06:30,1371
bus,20160813,off,01:00,583
bus,20160813,off,15:00,7976
bus,20160813,off,16:00,8597
bus,20160813,off,23:15,1686
bus,20160813,off,12:15,8300
bus,20160813,off,21:00,2376
bus,20160813,off,04:30,215
bus,20160813,off,05:30,396
bus,20160813,off,03:15,450
bus,20160813,off,14:30,8438
bus,20160813,off,18:15,7489
bus,20160813,off,06:45,1665
bus,20160813,off,19:00,5097
bus,20160813,off,12:00,8097
bus,20160813,off,09:45,7104
bus,20160813,off,23:00,1897
bus,20160813,off,00:45,625
bus,20160813,off,04:00,337
bus,20160813,off,17:30,8606
bus,20160813,off,10:15,7262
bus,20160813,off,08:30,5372
bus,20160813,off,03:00,462
bus,20160813,off,21:30,2263
bus,20160813,off,15:45,8646
bus,20160813,off,18:00,7205
bus,20160813,off,20:30,2574
bus,20160813,off,19:15,4948
bus,20160813,off,08:00,3381
bus,20160813,off,02:00,465
bus,20160813,off,13:45,8364
bus,20160813,off,17:00,8269
bus,20160813,off,09:30,6673
bus,20160813,off,22:30,2175
bus,20160813,off,04:15,290
bus,20160813,off,03:30,372
bus,20160813,off,10:00,6838
bus,20160813,off,18:30,6941
bus,20160813,off,20:45,2398
bus,20160813,off,07:45,3549
bus,20160813,off,06:00,747
bus,20160813,off,05:45,623
bus,20160813,off,08:15,4209
bus,20160813,off,11:00,7739
bus,20160813,off,02:15,513
bus,20160813,off,22:00,2026
bus,20160813,off,17:15,8644
bus,20160813,off,10:30,7987
bus,20160813,off,15:30,8805
bus,20160813,off,14:45,8737
bus,20160813,off,00:30,758
bus,20160813,off,19:30,4029
bus,20160813,off,06:15,1092
bus,20160813,off,01:45,540
bus,20160813,off,16:45,8661
bus,20160813,off,11:15,8253
bus,20160813,off,09:15,6009
bus,20160813,off,22:15,2198
bus,20160813,off,21:45,2116
train,20160809,on,13:30,12543
train,20160809,on,15:15,24647
train,20160809,on,12:45,12184
train,20160809,on,00:00,783
train,20160809,on,16:30,28887
train,20160809,on,04:45,2876
train,20160809,on,03:45,158
train,20160809,on,19:45,7928
train,20160809,on,07:15,33355
train,20160809,on,09:00,22639
train,20160809,on,18:45,14628
train,20160809,on,11:30,10238
train,20160809,on,20:15,7292
train,20160809,on,00:15,365
train,20160809,on,13:00,13133
train,20160809,on,23:30,1339
train,20160809,on,17:45,32085
train,20160809,on,10:45,10183
train,20160809,on,05:15,5917
train,20160809,on,20:00,8076
train,20160809,on,12:30,12291
train,20160809,on,07:00,25204
train,20160809,on,14:15,13505
train,20160809,on,08:45,22733
train,20160809,on,23:45,961
train,20160809,on,-1,14521
train,20160809,on,13:15,12035
train,20160809,on,11:45,10324
train,20160809,on,22:45,3489
train,20160809,on,05:00,4337
train,20160809,on,16:15,24907
train,20160809,on,14:00,13819
train,20160809,on,21:15,6383
train,20160809,on,07:30,40833
train,20160809,on,06:30,16264
train,20160809,on,01:00,43
train,20160809,on,16:00,26275
train,20160809,on,23:15,1672
train,20160809,on,12:15,11707
train,20160809,on,21:00,7552
train,20160809,on,04:30,1869
train,20160809,on,05:30,7662
train,20160809,on,03:15,44
train,20160809,on,14:30,15019
train,20160809,on,18:15,22477
train,20160809,on,06:45,23274
train,20160809,on,19:00,13454
train,20160809,on,12:00,11646
train,20160809,on,09:45,12265
train,20160809,on,23:00,2455
train,20160809,on,00:45,80
train,20160809,on,04:00,295
train,20160809,on,17:30,37791
train,20160809,on,10:15,10821
train,20160809,on,08:30,31206
train,20160809,on,21:30,5255
train,20160809,on,15:45,21618
train,20160809,on,18:00,29583
train,20160809,on,20:30,6989
train,20160809,on,19:15,10600
train,20160809,on,08:00,45332
train,20160809,on,13:45,11930
train,20160809,on,17:00,44279
train,20160809,on,09:30,13895
train,20160809,on,22:30,2986
train,20160809,on,04:15,560
train,20160809,on,03:30,66
train,20160809,on,10:00,11298
train,20160809,on,18:30,20588
train,20160809,on,20:45,6591
train,20160809,on,07:45,45407
train,20160809,on,06:00,11350
train,20160809,on,05:45,9514
train,20160809,on,08:15,39455
train,20160809,on,11:00,10278
train,20160809,on,22:00,4677
train,20160809,on,17:15,39585
train,20160809,on,10:30,10439
train,20160809,on,15:30,23611
train,20160809,on,14:45,15229
train,20160809,on,00:30,164
train,20160809,on,19:30,9237
train,20160809,on,06:15,13722
train,20160809,on,15:00,21127
train,20160809,on,16:45,28750
train,20160809,on,11:15,10270
train,20160809,on,09:15,16949
train,20160809,on,22:15,3537
train,20160809,on,21:45,4537
train,20160809,off,13:30,13145
train,20160809,off,15:15,16043
train,20160809,off,12:45,12024
train,20160809,off,00:00,1478
train,20160809,off,16:30,23055
train,20160809,off,04:45,376
train,20160809,off,19:45,11408
train,20160809,off,01:30,53
train,20160809,off,07:15,16780
train,20160809,off,09:00,30511
train,20160809,off,18:45,27025
train,20160809,off,11:30,11074
train,20160809,off,20:15,8685
train,20160809,off,00:15,1380
train,20160809,off,13:00,12100
train,20160809,off,23:30,2343
train,20160809,off,17:45,40272
train,20160809,off,10:45,12097
train,20160809,off,05:15,1503
train,20160809,off,20:00,9698
train,20160809,off,12:30,11959
train,20160809,off,07:00,12631
train,20160809,off,14:15,11454
train,20160809,off,08:45,49097
train,20160809,off,23:45,2127
train,20160809,off,-1,20499
train,20160809,off,13:15,11459
train,20160809,off,11:45,10286
train,20160809,off,22:45,4223
train,20160809,off,05:00,843
train,20160809,off,16:15,21065
train,20160809,off,01:15,183
train,20160809,off,14:00,11688
train,20160809,off,21:15,6984
train,20160809,off,07:30,24589
train,20160809,off,06:30,10806
train,20160809,off,01:00,228
train,20160809,off,16:00,21017
train,20160809,off,23:15,2979
train,20160809,off,12:15,11194
train,20160809,off,21:00,7575
train,20160809,off,04:30,150
train,20160809,off,05:30,3016
train,20160809,off,14:30,13512
train,20160809,off,18:15,36452
train,20160809,off,06:45,12567
train,20160809,off,19:00,21468
train,20160809,off,12:00,10550
train,20160809,off,09:45,18250
train,20160809,off,23:00,3145
train,20160809,off,00:45,503
train,20160809,off,17:30,35799
train,20160809,off,10:15,11854
train,20160809,off,08:30,49932
train,20160809,off,21:30,6685
train,20160809,off,15:45,20394
train,20160809,off,18:00,37951
train,20160809,off,20:30,8046
train,20160809,off,19:15,17754
train,20160809,off,08:00,39648
train,20160809,off,13:45,12011
train,20160809,off,17:00,24619
train,20160809,off,09:30,21160
train,20160809,off,22:30,4059
train,20160809,off,04:15,93
train,20160809,off,10:00,12631
train,20160809,off,18:30,32020
train,20160809,off,20:45,7551
train,20160809,off,07:45,34027
train,20160809,off,06:00,5744
train,20160809,off,05:45,4450
train,20160809,off,08:15,48618
train,20160809,off,11:00,9968
train,20160809,off,22:00,5356
train,20160809,off,17:15,30194
train,20160809,off,10:30,12419
train,20160809,off,15:30,20490
train,20160809,off,14:45,13329
train,20160809,off,00:30,781
train,20160809,off,19:30,14283
train,20160809,off,06:15,8076
train,20160809,off,15:00,14025
train,20160809,off,16:45,24685
train,20160809,off,11:15,10237
train,20160809,off,09:15,24266
train,20160809,off,22:15,4889
train,20160809,off,21:45,6254
train,20160808,on,13:30,11744
train,20160808,on,15:15,24492
train,20160808,on,12:45,11252
train,20160808,on,00:00,646
train,20160808,on,16:30,27347
train,20160808,on,04:45,2942
train,20160808,on,03:45,154
train,20160808,on,19:45,7536
train,20160808,on,07:15,31999
train,20160808,on,09:00,22087
train,20160808,on,18:45,14341
train,20160808,on,11:30,9910
train,20160808,on,20:15,6355
train,20160808,on,00:15,289
train,20160808,on,13:00,12818
train,20160808,on,23:30,1078
train,20160808,on,17:45,32340
train,20160808,on,10:45,10159
train,20160808,on,05:15,5851
train,20160808,on,20:00,8048
train,20160808,on,12:30,11572
train,20160808,on,07:00,24056
train,20160808,on,14:15,13142
train,20160808,on,08:45,21915
train,20160808,on,23:45,848
train,20160808,on,-1,14036
train,20160808,on,13:15,12151
train,20160808,on,11:45,10415
train,20160808,on,22:45,2173
train,20160808,on,05:00,4210
train,20160808,on,16:15,23559
train,20160808,on,14:00,13339
train,20160808,on,21:15,5377
train,20160808,on,07:30,39350
train,20160808,on,06:30,15631
train,20160808,on,01:00,41
train,20160808,on,16:00,24513
train,20160808,on,23:15,1351
train,20160808,on,12:15,11691
train,20160808,on,21:00,6824
train,20160808,on,04:30,1842
train,20160808,on,05:30,7372
train,20160808,on,03:15,50
train,20160808,on,14:30,14018
train,20160808,on,18:15,22431
train,20160808,on,06:45,22178
train,20160808,on,19:00,13071
train,20160808,on,12:00,11469
train,20160808,on,09:45,11900
train,20160808,on,23:00,1802
train,20160808,on,00:45,73
train,20160808,on,04:00,286
train,20160808,on,17:30,37511
train,20160808,on,10:15,11024
train,20160808,on,08:30,31014
train,20160808,on,21:30,4597
train,20160808,on,15:45,20673
train,20160808,on,18:00,28913
train,20160808,on,20:30,6452
train,20160808,on,19:15,10153
train,20160808,on,08:00,44267
train,20160808,on,13:45,11517
train,20160808,on,17:00,42978
train,20160808,on,09:30,13219
train,20160808,on,22:30,2726
train,20160808,on,04:15,579
train,20160808,on,03:30,82
train,20160808,on,10:00,10929
train,20160808,on,18:30,20349
train,20160808,on,20:45,5998
train,20160808,on,07:45,44050
train,20160808,on,06:00,10942
train,20160808,on,05:45,9230
train,20160808,on,08:15,39472
train,20160808,on,11:00,10383
train,20160808,on,22:00,4081
train,20160808,on,17:15,39610
train,20160808,on,10:30,10301
train,20160808,on,15:30,23354
train,20160808,on,14:45,14559
train,20160808,on,00:30,149
train,20160808,on,19:30,8539
train,20160808,on,06:15,13271
train,20160808,on,15:00,20629
train,20160808,on,16:45,27157
train,20160808,on,11:15,10184
train,20160808,on,09:15,16565
train,20160808,on,22:15,3278
train,20160808,on,21:45,3855
train,20160808,off,13:30,12784
train,20160808,off,15:15,15678
train,20160808,off,12:45,11327
train,20160808,off,00:00,1053
train,20160808,off,16:30,21869
train,20160808,off,04:45,397
train,20160808,off,19:45,11305
train,20160808,off,07:15,16559
train,20160808,off,09:00,31595
train,20160808,off,18:45,26772
train,20160808,off,11:30,10810
train,20160808,off,20:15,8444
train,20160808,off,00:15,1051
train,20160808,off,13:00,11747
train,20160808,off,23:30,1997
train,20160808,off,17:45,37814
train,20160808,off,10:45,11137
train,20160808,off,05:15,1497
train,20160808,off,20:00,9357
train,20160808,off,12:30,12143
train,20160808,off,07:00,11916
train,20160808,off,14:15,11123
train,20160808,off,08:45,48591
train,20160808,off,23:45,1743
train,20160808,off,-1,20025
train,20160808,off,13:15,11395
train,20160808,off,11:45,10450
train,20160808,off,22:45,3716
train,20160808,off,05:00,796
train,20160808,off,16:15,19528
train,20160808,off,01:15,112
train,20160808,off,14:00,11449
train,20160808,off,21:15,6484
train,20160808,off,07:30,23646
train,20160808,off,06:30,10342
train,20160808,off,01:00,210
train,20160808,off,16:00,20243
train,20160808,off,23:15,2248
train,20160808,off,12:15,10631
train,20160808,off,21:00,6489
train,20160808,off,04:30,128
train,20160808,off,05:30,2903
train,20160808,off,14:30,12685
train,20160808,off,18:15,35206
train,20160808,off,06:45,11895
train,20160808,off,19:00,21686
train,20160808,off,12:00,10366
train,20160808,off,09:45,19073
train,20160808,off,23:00,2535
train,20160808,off,00:45,411
train,20160808,off,17:30,33540
train,20160808,off,10:15,11666
train,20160808,off,08:30,47814
train,20160808,off,21:30,5783
train,20160808,off,15:45,20070
train,20160808,off,18:00,36774
train,20160808,off,20:30,7355
train,20160808,off,19:15,17970
train,20160808,off,08:00,37382
train,20160808,off,13:45,11388
train,20160808,off,17:00,24938
train,20160808,off,09:30,19921
train,20160808,off,22:30,3495
train,20160808,off,04:15,103
train,20160808,off,10:00,12751
train,20160808,off,18:30,32866
train,20160808,off,20:45,7121
train,20160808,off,07:45,32288
train,20160808,off,06:00,5653
train,20160808,off,05:45,4568
train,20160808,off,08:15,46818
train,20160808,off,11:00,10097
train,20160808,off,22:00,4616
train,20160808,off,17:15,29401
train,20160808,off,10:30,12247
train,20160808,off,15:30,20396
train,20160808,off,14:45,12776
train,20160808,off,00:30,612
train,20160808,off,19:30,13745
train,20160808,off,06:15,7507
train,20160808,off,15:00,13848
train,20160808,off,16:45,23393
train,20160808,off,11:15,10285
train,20160808,off,09:15,24051
train,20160808,off,22:15,4321
train,20160808,off,21:45,5723
train,20160814,on,13:30,10427
train,20160814,on,15:15,11585
train,20160814,on,12:45,9772
train,20160814,on,00:00,584
train,20160814,on,16:30,10981
train,20160814,on,04:45,869
train,20160814,on,03:45,114
train,20160814,on,19:45,4392
train,20160814,on,07:15,4603
train,20160814,on,09:00,8903
train,20160814,on,18:45,6465
train,20160814,on,11:30,9919
train,20160814,on,20:15,3999
train,20160814,on,00:15,348
train,20160814,on,13:00,10323
train,20160814,on,23:30,999
train,20160814,on,17:45,9018
train,20160814,on,10:45,9803
train,20160814,on,05:15,1376
train,20160814,on,20:00,4727
train,20160814,on,12:30,10252
train,20160814,on,07:00,3780
train,20160814,on,14:15,10560
train,20160814,on,08:45,7658
train,20160814,on,23:45,901
train,20160814,on,-1,10461
train,20160814,on,13:15,10166
train,20160814,on,11:45,9999
train,20160814,on,22:45,2150
train,20160814,on,05:00,1098
train,20160814,on,16:15,11579
train,20160814,on,14:00,10677
train,20160814,on,21:15,4026
train,20160814,on,07:30,4921
train,20160814,on,06:30,2700
train,20160814,on,16:00,11647
train,20160814,on,23:15,1341
train,20160814,on,12:15,10020
train,20160814,on,21:00,3948
train,20160814,on,04:30,663
train,20160814,on,05:30,1459
train,20160814,on,03:15,48
train,20160814,on,14:30,10913
train,20160814,on,18:15,9458
train,20160814,on,06:45,3236
train,20160814,on,19:00,6227
train,20160814,on,12:00,9943
train,20160814,on,09:45,9119
train,20160814,on,23:00,1376
train,20160814,on,00:45,45
train,20160814,on,04:00,206
train,20160814,on,17:30,9984
train,20160814,on,10:15,9976
train,20160814,on,08:30,7304
train,20160814,on,21:30,3394
train,20160814,on,15:45,11929
train,20160814,on,18:00,9701
train,20160814,on,20:30,3977
train,20160814,on,19:15,5434
train,20160814,on,08:00,6684
train,20160814,on,13:45,10139
train,20160814,on,17:00,11479
train,20160814,on,09:30,8963
train,20160814,on,22:30,2501
train,20160814,on,04:15,316
train,20160814,on,03:30,117
train,20160814,on,10:00,9549
train,20160814,on,18:30,7560
train,20160814,on,20:45,3930
train,20160814,on,07:45,5484
train,20160814,on,06:00,1912
train,20160814,on,05:45,1703
train,20160814,on,08:15,6794
train,20160814,on,11:00,10245
train,20160814,on,22:00,3856
train,20160814,on,17:15,11118
train,20160814,on,10:30,10048
train,20160814,on,15:30,11612
train,20160814,on,14:45,10732
train,20160814,on,00:30,202
train,20160814,on,19:30,4467
train,20160814,on,06:15,2323
train,20160814,on,15:00,11167
train,20160814,on,16:45,11032
train,20160814,on,11:15,10338
train,20160814,on,09:15,8950
train,20160814,on,22:15,3329
train,20160814,on,21:45,3357
train,20160814,off,13:30,10172
train,20160814,off,15:15,10506
