mode,date,tap,time,count
train,20160814,off,12:45,10494
train,20160814,off,00:00,1123
train,20160814,off,16:30,11429
train,20160814,off,04:45,143
train,20160814,off,19:45,5593
train,20160814,off,01:30,34
train,20160814,off,07:15,2752
train,20160814,off,09:00,6672
train,20160814,off,18:45,9066
train,20160814,off,11:30,11100
train,20160814,off,20:15,4844
train,20160814,off,00:15,953
train,20160814,off,13:00,10188
train,20160814,off,23:30,1937
train,20160814,off,17:45,10774
train,20160814,off,10:45,9511
train,20160814,off,05:15,672
train,20160814,off,20:00,5152
train,20160814,off,12:30,10394
train,20160814,off,07:00,2008
train,20160814,off,14:15,10474
train,20160814,off,08:45,6017
train,20160814,off,23:45,1502
train,20160814,off,-1,11566
train,20160814,off,13:15,10391
train,20160814,off,11:45,11252
train,20160814,off,22:45,3275
train,20160814,off,05:00,388
train,20160814,off,16:15,11436
train,20160814,off,01:15,77
train,20160814,off,14:00,9709
train,20160814,off,21:15,4041
train,20160814,off,07:30,3301
train,20160814,off,06:30,1975
train,20160814,off,01:00,261
train,20160814,off,16:00,11122
train,20160814,off,23:15,2121
train,20160814,off,12:15,10499
train,20160814,off,21:00,4501
train,20160814,off,04:30,111
train,20160814,off,05:30,942
train,20160814,off,14:30,10098
train,20160814,off,18:15,9979
train,20160814,off,06:45,2215
train,20160814,off,19:00,8370
train,20160814,off,12:00,10090
train,20160814,off,09:45,8880
train,20160814,off,23:00,2538
train,20160814,off,00:45,429
train,20160814,off,04:00,48
train,20160814,off,17:30,11356
train,20160814,off,10:15,9006
train,20160814,off,08:30,6021
train,20160814,off,21:30,4061
train,20160814,off,15:45,11098
train,20160814,off,18:00,10632
train,20160814,off,20:30,4262
train,20160814,off,19:15,7067
train,20160814,off,08:00,4227
train,20160814,off,13:45,10635
train,20160814,off,17:00,11448
train,20160814,off,09:30,8289
train,20160814,off,22:30,3365
train,20160814,off,04:15,131
train,20160814,off,10:00,8723
train,20160814,off,18:30,9979
train,20160814,off,20:45,4277
train,20160814,off,07:45,4218
train,20160814,off,06:00,1283
train,20160814,off,05:45,1259
train,20160814,off,08:15,5058
train,20160814,off,11:00,10214
train,20160814,off,22:00,3757
train,20160814,off,17:15,11075
train,20160814,off,10:30,9618
train,20160814,off,15:30,10886
train,20160814,off,14:45,10733
train,20160814,off,00:30,702
train,20160814,off,19:30,6512
train,20160814,off,06:15,1640
train,20160814,off,15:00,10417
train,20160814,off,16:45,11658
train,20160814,off,11:15,10285
train,20160814,off,09:15,7268
train,20160814,off,22:15,3473
train,20160814,off,21:45,3637
train,20160810,on,13:30,12089
train,20160810,on,15:15,24024
train,20160810,on,12:45,11539
train,20160810,on,00:00,753
train,20160810,on,16:30,28290
train,20160810,on,04:45,2946
train,20160810,on,03:45,153
train,20160810,on,19:45,8203
train,20160810,on,01:30,39
train,20160810,on,07:15,33095
train,20160810,on,09:00,22342
train,20160810,on,18:45,15185
train,20160810,on,11:30,10450
train,20160810,on,20:15,7482
train,20160810,on,00:15,428
train,20160810,on,13:00,13088
train,20160810,on,23:30,1434
train,20160810,on,17:45,32636
train,20160810,on,10:45,10452
train,20160810,on,05:15,5853
train,20160810,on,20:00,8728
train,20160810,on,12:30,11833
train,20160810,on,07:00,24934
train,20160810,on,14:15,14126
train,20160810,on,08:45,22816
train,20160810,on,23:45,1096
train,20160810,on,-1,14538
train,20160810,on,13:15,12863
train,20160810,on,11:45,10705
train,20160810,on,22:45,2659
train,20160810,on,05:00,4330
train,20160810,on,16:15,24650
train,20160810,on,14:00,14013
train,20160810,on,21:15,6304
train,20160810,on,07:30,40470
train,20160810,on,06:30,16259
train,20160810,on,01:00,41
train,20160810,on,16:00,25408
train,20160810,on,23:15,1727
train,20160810,on,12:15,11915
train,20160810,on,21:00,7677
train,20160810,on,04:30,1853
train,20160810,on,05:30,7616
train,20160810,on,03:15,44
train,20160810,on,14:30,16186
train,20160810,on,18:15,22678
train,20160810,on,06:45,22500
train,20160810,on,19:00,13671
train,20160810,on,12:00,12082
train,20160810,on,09:45,12054
train,20160810,on,23:00,2358
train,20160810,on,00:45,121
train,20160810,on,04:00,298
train,20160810,on,17:30,37564
train,20160810,on,10:15,11213
train,20160810,on,08:30,31609
train,20160810,on,21:30,5621
train,20160810,on,15:45,21682
train,20160810,on,18:00,29338
train,20160810,on,20:30,7134
train,20160810,on,19:15,10677
train,20160810,on,08:00,45262
train,20160810,on,13:45,11953
train,20160810,on,17:00,42887
train,20160810,on,09:30,14514
train,20160810,on,22:30,3219
train,20160810,on,04:15,537
train,20160810,on,03:30,76
train,20160810,on,10:00,11587
train,20160810,on,18:30,20253
train,20160810,on,20:45,6632
train,20160810,on,07:45,44784
train,20160810,on,06:00,11190
train,20160810,on,05:45,9447
train,20160810,on,08:15,39442
train,20160810,on,11:00,10586
train,20160810,on,22:00,5114
train,20160810,on,17:15,39370
train,20160810,on,10:30,10607
train,20160810,on,15:30,22663
train,20160810,on,14:45,15905
train,20160810,on,00:30,183
train,20160810,on,19:30,9424
train,20160810,on,06:15,13774
train,20160810,on,15:00,20916
train,20160810,on,16:45,28352
train,20160810,on,11:15,10432
train,20160810,on,09:15,17041
train,20160810,on,22:15,4421
train,20160810,on,21:45,4671
train,20160810,off,13:30,13110
train,20160810,off,15:15,15799
train,20160810,off,12:45,11766
train,20160810,off,00:00,1475
train,20160810,off,16:30,22442
train,20160810,off,04:45,389
train,20160810,off,19:45,12001
train,20160810,off,01:30,51
train,20160810,off,07:15,16809
train,20160810,off,09:00,34496
train,20160810,off,18:45,26608
train,20160810,off,11:30,11595
train,20160810,off,20:15,9055
train,20160810,off,00:15,1242
train,20160810,off,13:00,11737
train,20160810,off,23:30,2160
train,20160810,off,17:45,38418
train,20160810,off,10:45,11851
train,20160810,off,05:15,1495
train,20160810,off,20:00,10604
train,20160810,off,12:30,12497
train,20160810,off,07:00,12584
train,20160810,off,14:15,11812
train,20160810,off,08:45,47722
train,20160810,off,23:45,2245
train,20160810,off,-1,21272
train,20160810,off,13:15,11224
train,20160810,off,11:45,11123
train,20160810,off,22:45,4188
train,20160810,off,05:00,822
train,20160810,off,16:15,21381
train,20160810,off,01:15,176
train,20160810,off,14:00,12013
train,20160810,off,21:15,7356
train,20160810,off,07:30,24377
train,20160810,off,06:30,10696
train,20160810,off,01:00,306
train,20160810,off,16:00,20581
train,20160810,off,23:15,3107
train,20160810,off,12:15,10735
train,20160810,off,21:00,7974
train,20160810,off,04:30,127
train,20160810,off,05:30,3131
train,20160810,off,14:30,13864
train,20160810,off,18:15,35231
train,20160810,off,06:45,12286
train,20160810,off,19:00,24720
train,20160810,off,12:00,10777
train,20160810,off,09:45,17245
train,20160810,off,23:00,3600
train,20160810,off,00:45,495
train,20160810,off,17:30,33143
train,20160810,off,10:15,12472
train,20160810,off,08:30,48421
train,20160810,off,21:30,6877
train,20160810,off,15:45,20413
train,20160810,off,18:00,36213
train,20160810,off,20:30,8306
train,20160810,off,19:15,19699
train,20160810,off,08:00,37615
train,20160810,off,13:45,11543
train,20160810,off,17:00,24687
train,20160810,off,09:30,21574
train,20160810,off,22:30,4649
train,20160810,off,04:15,111
train,20160810,off,10:00,13782
train,20160810,off,18:30,32042
train,20160810,off,20:45,7575
train,20160810,off,07:45,33855
train,20160810,off,06:00,5868
train,20160810,off,05:45,4336
train,20160810,off,08:15,46659
train,20160810,off,11:00,10819
train,20160810,off,22:00,5475
train,20160810,off,17:15,28407
train,20160810,off,10:30,12380
train,20160810,off,15:30,19734
train,20160810,off,14:45,14102
train,20160810,off,00:30,846
train,20160810,off,19:30,16051
train,20160810,off,06:15,8013
train,20160810,off,15:00,14618
train,20160810,off,16:45,23470
train,20160810,off,11:15,10127
train,20160810,off,09:15,24811
train,20160810,off,22:15,4892
train,20160810,off,21:45,6699
train,20160811,on,13:30,11995
train,20160811,on,15:15,23725
train,20160811,on,12:45,11685
train,20160811,on,00:00,904
train,20160811,on,16:30,28521
train,20160811,on,04:45,3015
train,20160811,on,03:45,180
train,20160811,on,19:45,9385
train,20160811,on,07:15,33057
train,20160811,on,09:00,22400
train,20160811,on,18:45,15126
train,20160811,on,11:30,10424
train,20160811,on,20:15,8818
train,20160811,on,00:15,459
train,20160811,on,13:00,12677
train,20160811,on,02:45,41
train,20160811,on,23:30,1639
train,20160811,on,17:45,31913
train,20160811,on,10:45,10273
train,20160811,on,05:15,5922
train,20160811,on,20:00,10023
train,20160811,on,12:30,11931
train,20160811,on,07:00,25408
train,20160811,on,14:15,14286
train,20160811,on,08:45,23355
train,20160811,on,23:45,1217
train,20160811,on,-1,15299
train,20160811,on,13:15,12378
train,20160811,on,11:45,10451
train,20160811,on,22:45,3101
train,20160811,on,05:00,4313
train,20160811,on,16:15,24604
train,20160811,on,14:00,14277
train,20160811,on,21:15,8349
train,20160811,on,07:30,40330
train,20160811,on,06:30,16022
train,20160811,on,01:00,48
train,20160811,on,16:00,25817
train,20160811,on,23:15,2012
train,20160811,on,12:15,11832
train,20160811,on,21:00,9939
train,20160811,on,04:30,1875
train,20160811,on,05:30,7413
train,20160811,on,03:15,59
train,20160811,on,14:30,15631
train,20160811,on,18:15,23052
train,20160811,on,06:45,22163
train,20160811,on,19:00,14142
train,20160811,on,12:00,11890
train,20160811,on,09:45,12404
train,20160811,on,23:00,2578
train,20160811,on,00:45,170
train,20160811,on,04:00,335
train,20160811,on,17:30,37263
train,20160811,on,10:15,11458
train,20160811,on,08:30,31451
train,20160811,on,03:00,46
train,20160811,on,21:30,6784
train,20160811,on,15:45,21660
train,20160811,on,18:00,29453
train,20160811,on,20:30,8502
train,20160811,on,19:15,11689
train,20160811,on,08:00,44966
train,20160811,on,13:45,12081
train,20160811,on,17:00,43106
train,20160811,on,09:30,14421
train,20160811,on,22:30,3543
train,20160811,on,04:15,558
train,20160811,on,03:30,79
train,20160811,on,10:00,11855
train,20160811,on,18:30,20140
train,20160811,on,20:45,8273
train,20160811,on,07:45,44658
train,20160811,on,06:00,11055
train,20160811,on,05:45,9558
train,20160811,on,08:15,39685
train,20160811,on,11:00,11129
train,20160811,on,22:00,5906
train,20160811,on,17:15,38672
train,20160811,on,10:30,10572
train,20160811,on,15:30,24046
train,20160811,on,14:45,16106
train,20160811,on,00:30,236
train,20160811,on,19:30,10352
train,20160811,on,06:15,13611
train,20160811,on,15:00,21570
train,20160811,on,16:45,28922
train,20160811,on,11:15,11049
train,20160811,on,09:15,17220
train,20160811,on,22:15,4799
train,20160811,on,21:45,5467
train,20160811,off,13:30,12822
train,20160811,off,15:15,16565
train,20160811,off,12:45,11403
train,20160811,off,00:00,1655
train,20160811,off,16:30,22712
train,20160811,off,04:45,370
train,20160811,off,03:45,34
train,20160811,off,19:45,12709
train,20160811,off,01:30,55
train,20160811,off,07:15,16666
train,20160811,off,09:00,30208
train,20160811,off,18:45,25178
train,20160811,off,11:30,11543
train,20160811,off,20:15,10240
train,20160811,off,00:15,1428
train,20160811,off,13:00,12056
train,20160811,off,23:30,2351
train,20160811,off,17:45,36900
train,20160811,off,10:45,11898
train,20160811,off,05:15,1577
train,20160811,off,20:00,10551
train,20160811,off,12:30,11997
train,20160811,off,07:00,12377
train,20160811,off,14:15,11483
train,20160811,off,08:45,49756
train,20160811,off,23:45,2384
train,20160811,off,-1,21821
train,20160811,off,13:15,11434
train,20160811,off,11:45,11181
train,20160811,off,22:45,5174
train,20160811,off,05:00,844
train,20160811,off,16:15,21301
train,20160811,off,01:15,211
train,20160811,off,14:00,11765
train,20160811,off,21:15,8766
train,20160811,off,07:30,24153
train,20160811,off,06:30,10519
train,20160811,off,01:00,392
train,20160811,off,16:00,21142
train,20160811,off,23:15,3619
train,20160811,off,12:15,11115
train,20160811,off,21:00,8672
train,20160811,off,04:30,127
train,20160811,off,05:30,3065
train,20160811,off,14:30,14188
train,20160811,off,18:15,36887
train,20160811,off,06:45,12420
train,20160811,off,19:00,20867
train,20160811,off,12:00,10823
train,20160811,off,09:45,18123
train,20160811,off,23:00,3895
train,20160811,off,00:45,638
train,20160811,off,04:00,39
train,20160811,off,17:30,35218
train,20160811,off,10:15,12775
train,20160811,off,08:30,48523
train,20160811,off,21:30,8352
train,20160811,off,15:45,20876
train,20160811,off,18:00,36225
train,20160811,off,20:30,9579
train,20160811,off,19:15,18186
train,20160811,off,08:00,38560
train,20160811,off,02:00,34
train,20160811,off,13:45,11521
train,20160811,off,17:00,26542
train,20160811,off,09:30,22026
train,20160811,off,22:30,5196
train,20160811,off,04:15,95
train,20160811,off,10:00,13049
train,20160811,off,18:30,32079
train,20160811,off,20:45,8996
train,20160811,off,07:45,33692
train,20160811,off,06:00,5693
train,20160811,off,05:45,4475
train,20160811,off,08:15,48051
train,20160811,off,11:00,10716
train,20160811,off,22:00,6695
train,20160811,off,17:15,31774
train,20160811,off,10:30,12299
train,20160811,off,15:30,20346
train,20160811,off,14:45,14656
train,20160811,off,00:30,897
train,20160811,off,19:30,15000
train,20160811,off,06:15,8033
train,20160811,off,15:00,14761
train,20160811,off,16:45,25111
train,20160811,off,11:15,11005
train,20160811,off,09:15,24946
train,20160811,off,22:15,6279
train,20160811,off,21:45,8420
train,20160812,on,02:30,38
train,20160812,on,13:30,12602
train,20160812,on,15:15,25282
train,20160812,on,12:45,11880
train,20160812,on,00:00,2353
train,20160812,on,16:30,27655
train,20160812,on,04:45,2991
train,20160812,on,03:45,215
train,20160812,on,19:45,8801
train,20160812,on,01:30,327
train,20160812,on,07:15,31049
train,20160812,on,09:00,21215
train,20160812,on,18:45,15297
train,20160812,on,11:30,10703
train,20160812,on,20:15,7793
train,20160812,on,00:15,1792
train,20160812,on,13:00,13118
train,20160812,on,02:45,43
train,20160812,on,23:30,3190
train,20160812,on,17:45,30338
train,20160812,on,10:45,10648
train,20160812,on,05:15,5696
train,20160812,on,20:00,8787
train,20160812,on,12:30,12058
train,20160812,on,07:00,24034
train,20160812,on,14:15,14260
train,20160812,on,08:45,23028
train,20160812,on,23:45,2809
train,20160812,on,-1,16105
train,20160812,on,13:15,12767
train,20160812,on,11:45,10921
train,20160812,on,22:45,4972
train,20160812,on,05:00,4095
train,20160812,on,16:15,24844
train,20160812,on,01:15,502
train,20160812,on,14:00,14371
train,20160812,on,21:15,7345
train,20160812,on,07:30,37563
train,20160812,on,06:30,14843
train,20160812,on,01:00,821
train,20160812,on,15:00,21668
train,20160812,on,16:00,25493
train,20160812,on,23:15,3583
train,20160812,on,12:15,11983
train,20160812,on,21:00,8072
train,20160812,on,04:30,1816
train,20160812,on,05:30,7184
train,20160812,on,03:15,74
train,20160812,on,14:30,15469
train,20160812,on,18:15,22685
train,20160812,on,06:45,20111
train,20160812,on,19:00,14046
train,20160812,on,12:00,12121
train,20160812,on,09:45,12291
train,20160812,on,23:00,4605
train,20160812,on,00:45,1139
train,20160812,on,04:00,562
train,20160812,on,17:30,35274
train,20160812,on,10:15,11408
train,20160812,on,08:30,30449
train,20160812,on,03:00,45
train,20160812,on,21:30,6423
train,20160812,on,15:45,21836
train,20160812,on,18:00,28063
train,20160812,on,20:30,7447
train,20160812,on,19:15,11142
train,20160812,on,08:00,42814
train,20160812,on,02:00,42
train,20160812,on,13:45,12719
train,20160812,on,17:00,40732
train,20160812,on,09:30,13775
train,20160812,on,22:30,5711
train,20160812,on,04:15,988
train,20160812,on,03:30,120
train,20160812,on,10:00,11720
train,20160812,on,18:30,18918
train,20160812,on,20:45,7128
train,20160812,on,07:45,42052
train,20160812,on,06:00,10530
train,20160812,on,05:45,8890
train,20160812,on,08:15,37758
train,20160812,on,11:00,11100
train,20160812,on,22:00,6845
train,20160812,on,17:15,37585
train,20160812,on,10:30,10914
train,20160812,on,15:30,24900
train,20160812,on,14:45,15597
train,20160812,on,00:30,1348
train,20160812,on,19:30,9739
train,20160812,on,06:15,12999
train,20160812,on,01:45,68
train,20160812,on,16:45,28636
train,20160812,on,11:15,10972
train,20160812,on,09:15,16718
train,20160812,on,22:15,6469
train,20160812,on,21:45,6426
train,20160812,off,02:30,72
train,20160812,off,13:30,12991
train,20160812,off,15:15,16358
train,20160812,off,12:45,11573
train,20160812,off,00:00,3250
train,20160812,off,16:30,23168
train,20160812,off,04:45,533
train,20160812,off,19:45,11320
train,20160812,off,01:30,892
train,20160812,off,07:15,15748
train,20160812,off,09:00,30585
train,20160812,off,18:45,24257
train,20160812,off,11:30,11816
train,20160812,off,20:15,9706
train,20160812,off,00:15,3053
train,20160812,off,13:00,12289
train,20160812,off,23:30,4384
train,20160812,off,17:45,37508
train,20160812,off,10:45,12030
train,20160812,off,05:15,1695
train,20160812,off,20:00,10692
train,20160812,off,12:30,12648
train,20160812,off,07:00,11803
train,20160812,off,14:15,11884
train,20160812,off,08:45,44614
train,20160812,off,23:45,4036
train,20160812,off,-1,22314
train,20160812,off,13:15,11592
train,20160812,off,11:45,11360
train,20160812,off,22:45,6422
train,20160812,off,05:00,1053
train,20160812,off,16:15,21517
train,20160812,off,01:15,1209
train,20160812,off,14:00,12752
train,20160812,off,21:15,7762
train,20160812,off,07:30,22727
train,20160812,off,06:30,10398
train,20160812,off,01:00,1444
train,20160812,off,01:45,680
train,20160812,off,16:00,22535
train,20160812,off,23:15,5425
train,20160812,off,12:15,10862
train,20160812,off,21:00,7898
train,20160812,off,04:30,163
train,20160812,off,05:30,3246
train,20160812,off,14:30,13958
train,20160812,off,18:15,33589
train,20160812,off,06:45,11825
train,20160812,off,19:00,20523
train,20160812,off,12:00,11583
train,20160812,off,09:45,17676
train,20160812,off,23:00,5164
train,20160812,off,00:45,1904
train,20160812,off,17:30,34523
train,20160812,off,10:15,12244
train,20160812,off,08:30,47716
train,20160812,off,21:30,7637
train,20160812,off,15:45,22309
train,20160812,off,18:00,35855
train,20160812,off,20:30,8426
train,20160812,off,19:15,16653
train,20160812,off,08:00,36031
train,20160812,off,02:00,430
train,20160812,off,13:45,11963
train,20160812,off,17:00,25876
train,20160812,off,09:30,20282
train,20160812,off,22:30,6199
train,20160812,off,04:15,77
train,20160812,off,10:00,12913
train,20160812,off,18:30,29277
train,20160812,off,20:45,7888
train,20160812,off,07:45,30976
train,20160812,off,06:00,5586
train,20160812,off,05:45,4493
train,20160812,off,08:15,44765
train,20160812,off,11:00,10532
train,20160812,off,02:15,239
train,20160812,off,22:00,6361
train,20160812,off,17:15,31196
train,20160812,off,10:30,12735
train,20160812,off,15:30,20719
train,20160812,off,14:45,13222
train,20160812,off,00:30,2169
train,20160812,off,19:30,14773
train,20160812,off,06:15,7669
train,20160812,off,15:00,14875
train,20160812,off,16:45,25241
train,20160812,off,11:15,10919
train,20160812,off,09:15,23619
train,20160812,off,22:15,6457
train,20160812,off,21:45,6897
train,20160813,on,02:30,35
train,20160813,on,13:30,10692
train,20160813,on,15:15,12291
train,20160813,on,12:45,10744
train,20160813,on,00:00,2087
train,20160813,on,16:30,12565
train,20160813,on,04:45,1289
train,20160813,on,03:45,52
train,20160813,on,19:45,5575
train,20160813,on,01:30,182
train,20160813,on,07:15,5163
train,20160813,on,09:00,9018
train,20160813,on,18:45,8248
train,20160813,on,11:30,10668
train,20160813,on,20:15,5308
train,20160813,on,00:15,1802
train,20160813,on,13:00,11305
train,20160813,on,02:45,43
train,20160813,on,23:30,2880
train,20160813,on,17:45,12193
train,20160813,on,10:45,9930
train,20160813,on,05:15,2284
train,20160813,on,20:00,5676
train,20160813,on,12:30,10818
train,20160813,on,07:00,4498
train,20160813,on,14:15,11375
train,20160813,on,08:45,7679
train,20160813,on,23:45,2565
train,20160813,on,-1,9108
train,20160813,on,13:15,10800
train,20160813,on,11:45,10239
train,20160813,on,22:45,5120
train,20160813,on,05:00,1664
train,20160813,on,16:15,12734
train,20160813,on,01:15,493
train,20160813,on,14:00,11546
train,20160813,on,21:15,5313
train,20160813,on,07:30,5665
train,20160813,on,06:30,3701
train,20160813,on,01:00,653
train,20160813,on,15:00,12321
train,20160813,on,16:00,12783
train,20160813,on,23:15,3528
train,20160813,on,12:15,10932
train,20160813,on,21:00,5636
train,20160813,on,04:30,804
train,20160813,on,05:30,2469
train,20160813,on,03:15,43
train,20160813,on,14:30,11463
train,20160813,on,18:15,11049
train,20160813,on,06:45,4082
train,20160813,on,19:00,8197
train,20160813,on,12:00,11269
train,20160813,on,09:45,9356
train,20160813,on,23:00,3974
train,20160813,on,00:45,1397
train,20160813,on,04:00,167
train,20160813,on,17:30,12729
train,20160813,on,10:15,9993
train,20160813,on,08:30,7778
train,20160813,on,21:30,5147
train,20160813,on,15:45,11942
train,20160813,on,18:00,11859
train,20160813,on,20:30,4856
train,20160813,on,19:15,7215
train,20160813,on,08:00,7585
train,20160813,on,02:00,66
train,20160813,on,13:45,10698
train,20160813,on,17:00,13728
train,20160813,on,09:30,9239
train,20160813,on,22:30,5054
train,20160813,on,04:15,401
train,20160813,on,03:30,98
train,20160813,on,10:00,9635
train,20160813,on,18:30,9733
train,20160813,on,20:45,5415
train,20160813,on,07:45,6539
train,20160813,on,06:00,3484
train,20160813,on,05:45,3143
train,20160813,on,08:15,7809
train,20160813,on,11:00,10445
train,20160813,on,02:15,57
train,20160813,on,22:00,5468
train,20160813,on,17:15,13791
train,20160813,on,10:30,9977
train,20160813,on,15:30,12364
train,20160813,on,14:45,11268
train,20160813,on,00:30,1373
train,20160813,on,19:30,6205
train,20160813,on,06:15,3629
train,20160813,on,01:45,43
train,20160813,on,16:45,12439
train,20160813,on,11:15,10358
train,20160813,on,09:15,9017
train,20160813,on,22:15,5505
train,20160813,on,21:45,5326
train,20160813,off,02:30,90
train,20160813,off,13:30,11077
train,20160813,off,15:15,11394
train,20160813,off,12:45,10781
train,20160813,off,00:00,3251
train,20160813,off,16:30,11881
train,20160813,off,04:45,181
train,20160813,off,19:45,7497
train,20160813,off,01:30,915
train,20160813,off,07:15,3593
train,20160813,off,09:00,6845
train,20160813,off,18:45,11524
train,20160813,off,11:30,10688
train,20160813,off,20:15,6341
train,20160813,off,00:15,2817
train,20160813,off,13:00,11020
train,20160813,off,23:30,4429
train,20160813,off,17:45,13627
train,20160813,off,10:45,9856
train,20160813,off,05:15,890
train,20160813,off,20:00,6400
train,20160813,off,12:30,11042
train,20160813,off,07:00,2995
train,20160813,off,14:15,10573
train,20160813,off,08:45,8223
train,20160813,off,23:45,3520
train,20160813,off,-1,10338
train,20160813,off,13:15,11097
train,20160813,off,11:45,11134
train,20160813,off,22:45,4933
train,20160813,off,05:00,385
train,20160813,off,16:15,11942
train,20160813,off,01:15,1392
train,20160813,off,14:00,10258
train,20160813,off,21:15,5397
train,20160813,off,07:30,4191
train,20160813,off,06:30,3668
train,20160813,off,01:00,1612
train,20160813,off,01:45,658
train,20160813,off,16:00,11855
train,20160813,off,23:15,4945
train,20160813,off,12:15,10904
train,20160813,off,21:00,5173
train,20160813,off,04:30,57
train,20160813,off,05:30,1354
train,20160813,off,14:30,11364
train,20160813,off,18:15,12817
train,20160813,off,06:45,3925
train,20160813,off,19:00,10540
train,20160813,off,12:00,10860
train,20160813,off,09:45,9068
train,20160813,off,23:00,4934
train,20160813,off,00:45,1729
train,20160813,off,04:00,45
train,20160813,off,17:30,13058
train,20160813,off,10:15,8847
train,20160813,off,08:30,7353
train,20160813,off,03:00,55
train,20160813,off,21:30,5366
train,20160813,off,15:45,11951
train,20160813,off,18:00,13090
train,20160813,off,20:30,5747
train,20160813,off,19:15,9314
train,20160813,off,08:00,4901
train,20160813,off,02:00,335
train,20160813,off,13:45,10912
train,20160813,off,17:00,12630
train,20160813,off,09:30,8934
train,20160813,off,22:30,5047
train,20160813,off,04:15,75
train,20160813,off,10:00,8866
train,20160813,off,18:30,12024
train,20160813,off,20:45,5296
train,20160813,off,07:45,4921
train,20160813,off,06:00,2096
train,20160813,off,05:45,2051
train,20160813,off,08:15,6391
train,20160813,off,11:00,10031
train,20160813,off,02:15,190
train,20160813,off,22:00,5471
train,20160813,off,17:15,12673
train,20160813,off,10:30,9814
train,20160813,off,15:30,11815
train,20160813,off,14:45,11284
train,20160813,off,00:30,2155
train,20160813,off,19:30,7796
train,20160813,off,06:15,2981
train,20160813,off,15:00,11190
train,20160813,off,16:45,12765
train,20160813,off,11:15,10738
train,20160813,off,09:15,7899
train,20160813,off,22:15,5323
train,20160813,off,21:45,5412
ferry,20160809,on,19:00,173
ferry,20160809,on,13:30,580
ferry,20160809,on,12:00,485
ferry,20160809,on,15:45,545
ferry,20160809,on,10:45,601
ferry,20160809,on,06:00,95
ferry,20160809,on,11:45,515
ferry,20160809,on,16:30,823
ferry,20160809,on,22:45,116
ferry,20160809,on,09:45,576
ferry,20160809,on,19:45,158
ferry,20160809,on,11:00,557
ferry,20160809,on,16:15,578
ferry,20160809,on,21:30,57
ferry,20160809,on,21:00,46
ferry,20160809,on,14:00,587
ferry,20160809,on,22:00,118
ferry,20160809,on,07:15,816
ferry,20160809,on,22:30,39
ferry,20160809,on,17:30,725
ferry,20160809,on,20:30,149
ferry,20160809,on,10:15,545
ferry,20160809,on,17:15,1147
ferry,20160809,on,08:30,707
ferry,20160809,on,10:30,570
ferry,20160809,on,09:00,398
ferry,20160809,on,07:30,885
ferry,20160809,on,20:15,115
ferry,20160809,on,06:30,178
ferry,20160809,on,13:45,524
ferry,20160809,on,18:00,633
ferry,20160809,on,06:45,361
ferry,20160809,on,11:15,616
ferry,20160809,on,18:45,376
ferry,20160809,on,11:30,576
ferry,20160809,on,15:15,552
ferry,20160809,on,19:15,187
ferry,20160809,on,19:30,110
ferry,20160809,on,06:15,134
ferry,20160809,on,15:00,670
ferry,20160809,on,21:45,83
ferry,20160809,on,12:45,471
ferry,20160809,on,13:15,594
ferry,20160809,on,16:45,713
ferry,20160809,on,17:45,905
ferry,20160809,on,17:00,876
ferry,20160809,on,08:00,1105
ferry,20160809,on,16:00,744
ferry,20160809,on,21:15,166
ferry,20160809,on,13:00,487
ferry,20160809,on,20:00,52
ferry,20160809,on,12:30,441
ferry,20160809,on,12:15,488
ferry,20160809,on,09:30,337
ferry,20160809,on,07:00,408
ferry,20160809,on,14:45,549
ferry,20160809,on,14:15,644
ferry,20160809,on,08:45,606
ferry,20160809,on,09:15,345
ferry,20160809,on,10:00,450
ferry,20160809,on,14:30,619
ferry,20160809,on,18:15,659
ferry,20160809,on,18:30,416
ferry,20160809,on,-1,765
ferry,20160809,on,15:30,685
ferry,20160809,on,20:45,75
ferry,20160809,on,07:45,1228
ferry,20160809,on,08:15,856
ferry,20160809,off,19:00,427
ferry,20160809,off,13:30,434
ferry,20160809,off,12:00,749
ferry,20160809,off,15:45,538
ferry,20160809,off,19:15,312
ferry,20160809,off,10:45,509
ferry,20160809,off,12:45,448
ferry,20160809,off,11:45,519
ferry,20160809,off,16:30,637
ferry,20160809,off,09:45,364
ferry,20160809,off,19:45,167
ferry,20160809,off,11:00,744
ferry,20160809,off,16:15,715
ferry,20160809,off,21:30,57
ferry,20160809,off,14:00,735
ferry,20160809,off,22:00,69
ferry,20160809,off,07:15,359
ferry,20160809,off,22:30,141
ferry,20160809,off,17:30,820
ferry,20160809,off,20:30,68
ferry,20160809,off,10:15,368
ferry,20160809,off,17:15,879
ferry,20160809,off,08:30,1015
ferry,20160809,off,10:30,484
ferry,20160809,off,09:00,510
ferry,20160809,off,07:30,458
ferry,20160809,off,06:30,142
ferry,20160809,off,13:45,535
ferry,20160809,off,18:00,841
ferry,20160809,off,06:45,97
ferry,20160809,off,14:45,565
ferry,20160809,off,18:45,603
ferry,20160809,off,11:30,596
ferry,20160809,off,15:15,712
ferry,20160809,off,09:30,323
ferry,20160809,off,19:30,217
ferry,20160809,off,20:15,155
ferry,20160809,off,15:00,572
ferry,20160809,off,21:45,145
ferry,20160809,off,13:00,499
ferry,20160809,off,13:15,437
ferry,20160809,off,16:45,675
ferry,20160809,off,17:45,1072
ferry,20160809,off,21:00,135
